NumSuj;NumBloc;Level of Automation;Difficulty;System Correctness;Latence (in s);Explicability;Subject Correctness;Temporal Binding;Decision Confidence
1;12;Free;Medium;Correct;0.75;Unguided;Correct;50;8
1;12;Forced;Hard;Correct;1.25;Unguided;Correct;-350;8
1;12;Free;Easy;Correct;0.25;Unguided;Correct;650;8
1;12;Forced;Hard;Correct;0.75;Unguided;Correct;150;8
1;12;Free;Medium;Correct;0.75;Unguided;Correct;249;8
1;12;Free;Hard;Correct;0.25;Unguided;Error;350;6
1;12;Free;Easy;Correct;0.75;Unguided;Correct;450;8
1;12;Forced;Easy;Correct;0.25;Unguided;Correct;749;8
1;12;Free;Hard;Error;1.25;Unguided;Correct;-450;1
2;1;Free;Medium;Correct;0.75;Guided;Correct;-350;6
2;1;Forced;Medium;Correct;1.25;Guided;Correct;-650;7
2;1;Forced;Medium;Correct;0.75;Guided;Correct;-350;8
2;1;Free;Easy;Correct;0.75;Guided;Correct;-250;8
2;1;Free;Medium;Correct;0.75;Guided;Correct;-350;7
2;1;Free;Easy;Correct;0.25;Guided;Correct;250;8
2;1;Forced;Medium;Correct;1.25;Guided;Correct;-550;8
2;1;Free;Hard;Correct;0.25;Guided;Correct;-50;7
2;1;Free;Hard;Correct;1.25;Guided;Correct;250;8
2;1;Free;Medium;Correct;1.25;Guided;Correct;250;8
2;1;Free;Easy;Correct;1.25;Guided;Correct;-450;8
2;1;Forced;Easy;Correct;0.75;Guided;Correct;-250;8
2;1;Free;Easy;Correct;0.25;Guided;Correct;50;8
2;1;Forced;Easy;Correct;1.25;Guided;Correct;-50;8
2;1;Forced;Hard;Error;1.25;Guided;Error;-50;1
2;1;Forced;Hard;Correct;1.25;Guided;Correct;50;8
2;1;Free;Easy;Correct;0.75;Guided;Correct;-50;8
2;1;Forced;Easy;Correct;1.25;Guided;Correct;-50;8
2;1;Forced;Easy;Correct;0.25;Guided;Correct;250;8
2;1;Forced;Medium;Correct;0.25;Guided;Correct;150;7
2;1;Forced;Medium;Correct;0.25;Guided;Correct;-50;7
2;1;Forced;Hard;Correct;0.25;Guided;Correct;-50;8
2;1;Forced;Hard;Error;0.75;Guided;Error;-250;1
2;1;Forced;Easy;Correct;0.75;Guided;Correct;-150;8
2;1;Forced;Hard;Correct;0.25;Guided;Correct;-150;1
2;1;Free;Medium;Correct;1.25;Guided;Correct;-150;7
2;1;Free;Hard;Correct;1.25;Guided;Correct;-50;7
2;1;Forced;Easy;Correct;0.25;Guided;Correct;-150;7
2;1;Free;Easy;Correct;1.25;Guided;Correct;150;7
2;1;Free;Hard;Error;0.25;Guided;Error;-50;2
2;1;Free;Medium;Correct;0.25;Guided;Correct;50;7
2;1;Forced;Hard;Correct;0.75;Guided;Correct;-350;7
2;1;Forced;Medium;Correct;0.75;Guided;Correct;50;7
2;1;Free;Hard;Correct;0.75;Guided;Correct;-250;3
2;1;Free;Medium;Error;0.25;Guided;Correct;50;3
2;1;Free;Hard;Correct;0.75;Guided;Error;-350;3
2;2;Forced;Medium;Correct;0.25;Unguided;Correct;-150;7
2;2;Forced;Easy;Correct;1.25;Unguided;Correct;-750;7
2;2;Free;Hard;Correct;0.75;Unguided;Correct;50;7
2;2;Forced;Hard;Correct;1.25;Unguided;Correct;-50;7
2;2;Forced;Hard;Correct;0.25;Unguided;Correct;-50;7
2;2;Forced;Hard;Correct;0.75;Unguided;Correct;-350;3
2;2;Forced;Medium;Correct;1.25;Unguided;Correct;-1050;7
2;2;Free;Hard;Correct;0.75;Unguided;Error;-350;7
2;2;Free;Medium;Correct;0.25;Unguided;Error;50;5
2;2;Free;Hard;Error;0.25;Unguided;Correct;150;7
2;2;Free;Hard;Correct;0.25;Unguided;Error;150;7
2;2;Free;Easy;Correct;0.25;Unguided;Correct;-150;7
2;2;Forced;Easy;Correct;0.75;Unguided;Correct;-50;8
2;2;Forced;Medium;Correct;1.25;Unguided;Correct;-350;7
2;2;Forced;Easy;Correct;0.75;Unguided;Correct;-150;3
2;2;Forced;Easy;Correct;1.25;Unguided;Correct;250;8
2;2;Forced;Hard;Correct;1.25;Unguided;Correct;-50;7
2;2;Free;Easy;Correct;1.25;Unguided;Correct;-50;7
2;2;Free;Medium;Correct;1.25;Unguided;Correct;-250;7
2;2;Free;Easy;Correct;0.25;Unguided;Correct;150;7
2;2;Forced;Medium;Correct;0.75;Unguided;Correct;-150;7
2;2;Free;Medium;Correct;0.75;Unguided;Correct;-250;7
2;2;Forced;Easy;Correct;0.25;Unguided;Correct;-50;8
2;2;Forced;Medium;Error;0.25;Unguided;Error;50;1
2;2;Free;Easy;Correct;0.75;Unguided;Correct;-50;7
2;2;Free;Easy;Correct;1.25;Unguided;Correct;-450;7
2;2;Forced;Easy;Correct;0.25;Unguided;Correct;250;7
2;2;Free;Medium;Correct;0.75;Unguided;Correct;-150;7
2;2;Forced;Medium;Correct;0.75;Unguided;Correct;-250;6
2;2;Free;Medium;Correct;1.25;Unguided;Correct;250;6
2;2;Free;Hard;Correct;1.25;Unguided;Correct;-50;4
2;2;Forced;Hard;Correct;0.75;Unguided;Correct;-250;3
2;2;Forced;Hard;Error;0.25;Unguided;Error;50;3
2;2;Free;Hard;Error;1.25;Unguided;Correct;-850;7
2;2;Free;Medium;Correct;0.25;Unguided;Correct;450;7
2;2;Free;Easy;Correct;0.75;Unguided;Correct;150;7
2;3;Forced;Medium;Correct;0.25;Guided;Correct;-50;8
2;3;Free;Medium;Correct;0.75;Guided;Correct;-50;7
2;3;Free;Easy;Correct;0.25;Guided;Correct;50;8
2;3;Forced;Hard;Correct;0.25;Guided;Correct;-50;7
2;3;Forced;Easy;Correct;1.25;Guided;Correct;250;8
2;3;Free;Medium;Correct;0.75;Guided;Correct;50;8
2;3;Free;Easy;Correct;1.25;Guided;Correct;250;8
2;3;Free;Medium;Correct;1.25;Guided;Correct;-50;8
2;3;Forced;Hard;Correct;0.75;Guided;Correct;-150;5
2;3;Forced;Medium;Correct;0.75;Guided;Correct;-150;6
2;3;Forced;Hard;Correct;0.25;Guided;Correct;250;5
2;3;Free;Easy;Correct;0.25;Guided;Correct;250;8
2;3;Forced;Hard;Error;0.75;Guided;Error;-350;2
2;3;Free;Medium;Correct;0.25;Guided;Correct;50;7
2;3;Free;Hard;Correct;1.25;Guided;Correct;-150;8
2;3;Free;Easy;Correct;0.75;Guided;Correct;-150;8
2;3;Forced;Hard;Error;1.25;Guided;Error;250;2
2;3;Free;Hard;Correct;0.75;Guided;Correct;150;7
2;3;Forced;Medium;Correct;1.25;Guided;Correct;-150;7
2;3;Free;Hard;Correct;1.25;Guided;Correct;-450;7
2;3;Forced;Medium;Error;0.75;Guided;Error;-250;1
2;3;Forced;Easy;Correct;0.75;Guided;Correct;-350;7
2;3;Free;Medium;Correct;1.25;Guided;Correct;50;7
2;3;Forced;Medium;Correct;1.25;Guided;Correct;-150;7
2;3;Free;Medium;Correct;0.25;Guided;Correct;-50;8
2;3;Free;Hard;Correct;0.25;Guided;Correct;50;7
2;3;Forced;Medium;Correct;0.25;Guided;Correct;250;7
2;3;Forced;Hard;Correct;1.25;Guided;Correct;-50;8
2;3;Free;Easy;Correct;0.75;Guided;Correct;-350;7
2;3;Forced;Easy;Correct;0.25;Guided;Correct;50;7
2;3;Forced;Easy;Correct;1.25;Guided;Correct;-450;7
2;3;Free;Easy;Correct;1.25;Guided;Correct;-450;7
2;3;Free;Hard;Correct;0.25;Guided;Correct;150;7
2;3;Forced;Easy;Correct;0.25;Guided;Correct;50;7
2;3;Forced;Easy;Correct;0.75;Guided;Correct;-150;8
2;3;Free;Hard;Error;0.75;Guided;Correct;-150;6
2;4;Forced;Easy;Correct;0.75;Unguided;Correct;250;7
2;4;Free;Hard;Error;0.75;Unguided;Correct;50;7
2;4;Free;Medium;Correct;0.75;Unguided;Correct;250;7
2;4;Free;Easy;Correct;0.25;Unguided;Correct;-50;7
2;4;Free;Hard;Correct;0.25;Unguided;Error;50;7
2;4;Forced;Easy;Correct;1.25;Unguided;Correct;-50;8
2;4;Forced;Hard;Correct;1.25;Unguided;Correct;-50;6
2;4;Free;Hard;Correct;1.25;Unguided;Correct;250;6
2;4;Free;Hard;Correct;1.25;Unguided;Error;-150;6
2;4;Free;Hard;Error;0.25;Unguided;Correct;50;6
2;4;Forced;Medium;Correct;0.75;Unguided;Correct;350;7
2;4;Forced;Easy;Correct;0.25;Unguided;Correct;50;7
2;4;Free;Medium;Correct;1.25;Unguided;Correct;250;7
2;4;Forced;Medium;Correct;0.25;Unguided;Correct;50;7
2;4;Forced;Hard;Error;0.25;Unguided;Error;150;2
2;4;Forced;Hard;Correct;0.75;Unguided;Correct;-50;2
2;4;Free;Medium;Correct;1.25;Unguided;Correct;-350;6
2;4;Forced;Hard;Correct;0.75;Unguided;Correct;-150;7
2;4;Forced;Easy;Correct;0.75;Unguided;Correct;-50;7
2;4;Forced;Medium;Correct;0.25;Unguided;Correct;150;7
2;4;Free;Easy;Correct;0.25;Unguided;Correct;250;6
2;4;Forced;Hard;Correct;0.25;Unguided;Correct;250;5
2;4;Forced;Easy;Correct;1.25;Unguided;Correct;250;6
2;4;Free;Easy;Correct;0.75;Unguided;Correct;150;7
2;4;Free;Hard;Correct;0.75;Unguided;Correct;50;7
2;4;Free;Easy;Correct;0.75;Unguided;Correct;50;7
2;4;Free;Easy;Correct;1.25;Unguided;Correct;-250;6
2;4;Free;Easy;Correct;1.25;Unguided;Correct;-50;7
2;4;Forced;Easy;Correct;0.25;Unguided;Correct;350;8
2;4;Forced;Medium;Correct;0.75;Unguided;Correct;50;7
2;4;Forced;Medium;Correct;1.25;Unguided;Correct;-450;7
2;4;Free;Medium;Error;0.25;Unguided;Correct;-50;7
2;4;Forced;Medium;Correct;1.25;Unguided;Correct;-50;7
2;4;Free;Medium;Correct;0.75;Unguided;Correct;-250;7
2;4;Forced;Hard;Correct;1.25;Unguided;Correct;250;7
2;4;Free;Medium;Correct;0.25;Unguided;Correct;-50;7
2;5;Forced;Hard;Correct;1.25;Guided;Correct;-250;6
2;5;Forced;Easy;Correct;1.25;Guided;Correct;250;8
2;5;Forced;Medium;Correct;0.25;Guided;Correct;150;7
2;5;Forced;Medium;Correct;0.75;Guided;Correct;50;7
2;5;Forced;Medium;Correct;0.75;Guided;Correct;-150;7
2;5;Free;Hard;Error;1.25;Guided;Correct;-350;6
2;5;Forced;Medium;Correct;1.25;Guided;Correct;-650;7
2;5;Forced;Easy;Correct;0.75;Guided;Correct;-50;7
2;5;Forced;Easy;Correct;0.25;Guided;Correct;150;7
2;5;Forced;Hard;Correct;1.25;Guided;Correct;-50;7
2;5;Free;Hard;Correct;0.75;Guided;Correct;150;7
2;5;Forced;Easy;Correct;0.25;Guided;Correct;150;7
2;5;Forced;Easy;Correct;0.75;Guided;Correct;-50;8
2;5;Forced;Medium;Correct;0.25;Guided;Correct;150;7
2;5;Free;Hard;Correct;1.25;Guided;Correct;-50;7
2;5;Free;Medium;Correct;0.25;Guided;Correct;50;7
2;5;Free;Hard;Correct;0.75;Guided;Correct;50;7
2;5;Free;Medium;Correct;1.25;Guided;Correct;-50;7
2;5;Free;Easy;Correct;0.25;Guided;Correct;450;7
2;5;Free;Easy;Correct;1.25;Guided;Correct;-50;7
2;5;Forced;Hard;Correct;0.25;Guided;Correct;150;7
2;5;Forced;Hard;Error;0.75;Guided;Error;-250;3
2;5;Free;Easy;Correct;0.25;Guided;Correct;350;8
2;5;Free;Medium;Correct;0.75;Guided;Correct;50;7
2;5;Forced;Hard;Error;0.25;Guided;Error;50;1
2;5;Forced;Hard;Correct;0.75;Guided;Correct;-250;7
2;5;Free;Medium;Correct;0.75;Guided;Correct;-350;7
2;5;Free;Easy;Correct;1.25;Guided;Correct;-450;7
2;5;Free;Easy;Correct;0.75;Guided;Correct;-50;7
2;5;Forced;Medium;Correct;1.25;Guided;Correct;-550;7
2;5;Free;Medium;Error;1.25;Guided;Correct;-350;6
2;5;Free;Hard;Correct;0.25;Guided;Correct;150;8
2;5;Forced;Easy;Correct;1.25;Guided;Correct;-550;8
2;5;Free;Easy;Correct;0.75;Guided;Correct;-50;8
2;5;Free;Medium;Correct;0.25;Guided;Correct;150;7
2;5;Free;Hard;Correct;0.25;Guided;Correct;250;7
2;6;Free;Easy;Correct;0.25;Unguided;Correct;50;8
2;6;Forced;Hard;Correct;0.25;Unguided;Correct;150;5
2;6;Free;Hard;Correct;1.25;Unguided;Correct;-50;5
2;6;Free;Easy;Correct;1.25;Unguided;Correct;-50;7
2;6;Free;Medium;Correct;0.25;Unguided;Correct;150;7
2;6;Forced;Hard;Correct;0.75;Unguided;Correct;-250;1
2;6;Forced;Easy;Correct;1.25;Unguided;Correct;-750;7
2;6;Free;Medium;Correct;1.25;Unguided;Correct;-50;7
2;6;Forced;Medium;Correct;1.25;Unguided;Correct;-250;7
2;6;Forced;Easy;Correct;0.75;Unguided;Correct;-150;7
2;6;Free;Medium;Correct;0.25;Unguided;Correct;250;7
2;6;Free;Hard;Error;0.25;Unguided;Correct;150;6
2;6;Forced;Medium;Correct;0.75;Unguided;Correct;-50;8
2;6;Forced;Medium;Correct;0.25;Unguided;Correct;250;7
2;6;Forced;Medium;Error;1.25;Unguided;Error;-250;1
2;6;Free;Easy;Correct;0.75;Unguided;Correct;50;8
2;6;Forced;Medium;Correct;0.25;Unguided;Correct;250;8
2;6;Free;Easy;Correct;1.25;Unguided;Correct;-650;6
2;6;Forced;Medium;Correct;0.75;Unguided;Correct;50;8
2;6;Forced;Hard;Correct;1.25;Unguided;Correct;-250;7
2;6;Forced;Easy;Correct;0.25;Unguided;Correct;50;8
2;6;Free;Medium;Correct;1.25;Unguided;Correct;-650;8
2;6;Forced;Hard;Error;1.25;Unguided;Error;-750;5
2;6;Free;Hard;Correct;1.25;Unguided;Error;-50;5
2;6;Free;Medium;Correct;0.75;Unguided;Error;-250;4
2;6;Forced;Easy;Correct;1.25;Unguided;Correct;-550;5
2;6;Forced;Easy;Correct;0.75;Unguided;Correct;50;8
2;6;Free;Easy;Correct;0.25;Unguided;Correct;250;8
2;6;Free;Hard;Correct;0.75;Unguided;Correct;-50;7
2;6;Forced;Easy;Correct;0.25;Unguided;Correct;450;7
2;6;Free;Easy;Correct;0.75;Unguided;Correct;-250;8
2;6;Free;Hard;Error;0.75;Unguided;Correct;-150;7
2;6;Free;Medium;Correct;0.75;Unguided;Correct;-250;5
2;6;Forced;Hard;Correct;0.25;Unguided;Correct;250;5
2;6;Forced;Hard;Correct;0.75;Unguided;Correct;-150;7
2;6;Free;Hard;Correct;0.25;Unguided;Correct;550;5
2;7;Forced;Hard;Correct;0.25;Guided;Correct;50;7
2;7;Free;Medium;Correct;0.75;Guided;Correct;-150;7
2;7;Forced;Easy;Correct;0.75;Guided;Correct;-50;6
2;7;Forced;Hard;Error;1.25;Guided;Error;-550;2
2;7;Forced;Medium;Correct;1.25;Guided;Correct;-550;3
2;7;Forced;Easy;Correct;0.25;Guided;Correct;250;7
2;7;Free;Hard;Correct;0.25;Guided;Error;150;7
2;7;Free;Hard;Correct;0.75;Guided;Error;-250;5
2;7;Forced;Medium;Correct;0.25;Guided;Correct;150;6
2;7;Free;Medium;Correct;0.25;Guided;Error;50;5
2;7;Free;Medium;Error;0.75;Guided;Error;-50;6
2;7;Forced;Hard;Error;0.75;Guided;Error;-50;4
2;7;Forced;Hard;Correct;1.25;Guided;Correct;-550;5
2;7;Forced;Easy;Correct;0.75;Guided;Correct;-350;4
2;7;Forced;Medium;Correct;1.25;Guided;Correct;-50;5
2;7;Free;Medium;Correct;1.25;Guided;Correct;-50;6
2;7;Forced;Medium;Correct;0.75;Guided;Correct;-250;5
2;7;Free;Medium;Correct;0.25;Guided;Correct;50;5
2;7;Forced;Easy;Correct;1.25;Guided;Correct;-450;5
2;7;Free;Easy;Correct;0.75;Guided;Correct;-350;6
2;7;Free;Easy;Correct;1.25;Guided;Correct;-250;6
2;7;Free;Hard;Error;0.75;Guided;Error;-150;5
2;7;Forced;Hard;Correct;0.75;Guided;Correct;-50;6
2;7;Free;Hard;Correct;1.25;Guided;Correct;-650;5
2;7;Free;Easy;Correct;0.25;Guided;Correct;150;6
2;7;Forced;Medium;Correct;0.75;Guided;Correct;-350;6
2;7;Free;Easy;Correct;0.25;Guided;Correct;50;6
2;7;Forced;Easy;Correct;0.25;Guided;Correct;150;6
2;7;Free;Medium;Correct;1.25;Guided;Correct;-450;6
2;7;Forced;Medium;Correct;0.25;Guided;Correct;50;6
2;7;Free;Easy;Correct;0.75;Guided;Correct;-250;6
2;7;Forced;Easy;Correct;1.25;Guided;Correct;-50;6
2;7;Forced;Hard;Correct;0.25;Guided;Correct;-50;5
2;7;Free;Hard;Correct;0.25;Guided;Error;150;4
2;7;Free;Hard;Correct;1.25;Guided;Correct;150;6
2;7;Free;Easy;Correct;1.25;Guided;Correct;150;6
2;8;Free;Easy;Correct;0.75;Unguided;Correct;-450;6
2;8;Free;Easy;Correct;0.25;Unguided;Correct;-50;6
2;8;Free;Easy;Correct;0.25;Unguided;Correct;-50;7
2;8;Free;Hard;Error;1.25;Unguided;Correct;-550;6
2;8;Forced;Medium;Correct;0.25;Unguided;Correct;50;3
2;8;Free;Medium;Correct;1.25;Unguided;Correct;-1160;6
2;8;Forced;Easy;Correct;0.75;Unguided;Correct;-50;6
2;8;Free;Medium;Correct;0.75;Unguided;Correct;-50;7
2;8;Free;Hard;Correct;0.25;Unguided;Correct;50;6
2;8;Forced;Medium;Correct;1.25;Unguided;Correct;-150;7
2;8;Free;Hard;Correct;0.75;Unguided;Error;-250;6
2;8;Forced;Hard;Correct;1.25;Unguided;Correct;-250;4
2;8;Free;Hard;Correct;0.25;Unguided;Error;-50;5
2;8;Free;Hard;Error;1.25;Unguided;Correct;-950;6
2;8;Forced;Hard;Correct;0.75;Unguided;Correct;-350;4
2;8;Forced;Hard;Correct;0.75;Unguided;Correct;-250;6
2;8;Free;Medium;Correct;0.25;Unguided;Correct;-50;6
2;8;Forced;Medium;Correct;0.75;Unguided;Correct;-350;6
2;8;Forced;Hard;Correct;1.25;Unguided;Correct;-450;6
2;8;Forced;Easy;Correct;0.75;Unguided;Correct;-150;6
2;8;Free;Easy;Correct;0.75;Unguided;Correct;-150;6
2;8;Free;Easy;Correct;1.25;Unguided;Correct;-750;6
2;8;Forced;Medium;Correct;0.75;Unguided;Correct;-250;6
2;8;Forced;Easy;Correct;1.25;Unguided;Correct;-550;7
2;8;Free;Medium;Error;0.25;Unguided;Correct;150;7
2;8;Forced;Easy;Correct;0.25;Unguided;Correct;50;7
2;8;Forced;Hard;Correct;0.25;Unguided;Correct;50;4
2;8;Forced;Hard;Error;0.25;Unguided;Error;50;3
2;8;Forced;Medium;Correct;1.25;Unguided;Correct;-250;7
2;8;Forced;Medium;Correct;0.25;Unguided;Correct;50;7
2;8;Free;Hard;Correct;0.75;Unguided;Error;-350;6
2;8;Free;Easy;Correct;1.25;Unguided;Correct;-650;7
2;8;Free;Medium;Correct;1.25;Unguided;Correct;-150;7
2;8;Forced;Easy;Correct;0.25;Unguided;Correct;50;7
2;8;Free;Medium;Correct;0.75;Unguided;Correct;-350;6
2;8;Forced;Easy;Correct;1.25;Unguided;Correct;-250;6
2;9;Free;Hard;Correct;1.25;Guided;Error;50;5
2;9;Free;Hard;Correct;0.75;Guided;Correct;150;6
2;9;Free;Easy;Correct;0.25;Guided;Correct;50;6
2;9;Forced;Medium;Correct;1.25;Guided;Correct;-450;6
2;9;Free;Hard;Correct;0.75;Guided;Correct;-250;5
2;9;Free;Easy;Correct;1.25;Guided;Correct;-650;6
2;9;Forced;Hard;Correct;1.25;Guided;Correct;-450;5
2;9;Free;Medium;Correct;0.25;Guided;Correct;-50;6
2;9;Free;Medium;Correct;1.25;Guided;Correct;-450;6
2;9;Forced;Hard;Error;0.75;Guided;Error;-50;6
2;9;Forced;Easy;Correct;1.25;Guided;Correct;-450;3
2;9;Free;Medium;Correct;0.75;Guided;Correct;-250;7
2;9;Forced;Hard;Correct;0.75;Guided;Correct;-250;6
2;9;Free;Easy;Correct;0.25;Guided;Correct;50;7
2;9;Forced;Hard;Error;0.25;Guided;Error;-50;5
2;9;Forced;Easy;Correct;0.25;Guided;Correct;150;7
2;9;Forced;Easy;Correct;0.75;Guided;Correct;-150;7
2;9;Forced;Medium;Correct;0.25;Guided;Correct;250;5
2;9;Forced;Medium;Error;1.25;Guided;Error;-350;5
2;9;Free;Easy;Correct;0.75;Guided;Correct;-50;8
2;9;Free;Easy;Correct;1.25;Guided;Correct;-50;7
2;9;Free;Medium;Correct;1.25;Guided;Correct;-350;7
2;9;Forced;Medium;Correct;0.75;Guided;Correct;-150;7
2;9;Free;Hard;Correct;0.25;Guided;Correct;50;5
2;9;Forced;Medium;Correct;0.75;Guided;Correct;-50;6
2;9;Forced;Hard;Correct;0.25;Guided;Correct;150;6
2;9;Free;Medium;Correct;0.75;Guided;Correct;-50;6
2;9;Free;Hard;Error;0.25;Guided;Correct;50;6
2;9;Forced;Easy;Correct;1.25;Guided;Correct;-650;5
2;9;Free;Easy;Correct;0.75;Guided;Error;-150;7
2;9;Forced;Easy;Correct;0.25;Guided;Correct;150;7
2;9;Free;Medium;Correct;0.25;Guided;Error;50;5
2;9;Forced;Easy;Correct;0.75;Guided;Correct;-250;5
2;9;Forced;Hard;Correct;1.25;Guided;Correct;-450;6
2;9;Free;Hard;Correct;1.25;Guided;Correct;-250;6
2;9;Forced;Medium;Correct;0.25;Guided;Correct;50;5
2;10;Forced;Easy;Correct;0.75;Unguided;Correct;-350;6
2;10;Forced;Medium;Correct;1.25;Unguided;Correct;-250;7
2;10;Forced;Hard;Correct;0.75;Unguided;Correct;-150;3
2;10;Forced;Hard;Correct;0.25;Unguided;Correct;50;6
2;10;Free;Medium;Correct;1.25;Unguided;Correct;-450;6
2;10;Free;Hard;Correct;1.25;Unguided;Correct;-450;6
2;10;Free;Easy;Correct;1.25;Unguided;Correct;-250;7
2;10;Forced;Medium;Correct;0.25;Unguided;Correct;-50;7
2;10;Free;Hard;Correct;0.75;Unguided;Error;-50;5
2;10;Forced;Medium;Correct;0.75;Unguided;Correct;-150;6
2;10;Free;Hard;Correct;0.25;Unguided;Correct;50;6
2;10;Free;Easy;Correct;0.75;Unguided;Correct;50;6
2;10;Forced;Hard;Correct;0.25;Unguided;Correct;50;6
2;10;Forced;Medium;Correct;0.75;Unguided;Correct;-150;4
2;10;Forced;Easy;Correct;0.25;Unguided;Correct;150;5
2;10;Free;Easy;Correct;0.25;Unguided;Error;50;6
2;10;Forced;Medium;Correct;0.25;Unguided;Correct;50;6
2;10;Forced;Easy;Correct;1.25;Unguided;Correct;-50;6
2;10;Free;Medium;Correct;0.25;Unguided;Correct;150;5
2;10;Forced;Easy;Correct;0.75;Unguided;Correct;-150;6
2;10;Free;Medium;Correct;1.25;Unguided;Correct;-250;6
2;10;Forced;Easy;Correct;0.25;Unguided;Correct;150;6
2;10;Forced;Medium;Correct;1.25;Unguided;Correct;-50;6
2;10;Forced;Easy;Correct;1.25;Unguided;Correct;-50;6
2;10;Free;Medium;Error;0.75;Unguided;Correct;50;6
2;10;Free;Easy;Correct;0.75;Unguided;Correct;50;6
2;10;Free;Hard;Error;0.25;Unguided;Correct;50;6
2;10;Forced;Hard;Correct;1.25;Unguided;Correct;-450;6
2;10;Forced;Hard;Correct;0.75;Unguided;Correct;-50;5
2;10;Free;Medium;Correct;0.75;Unguided;Correct;-150;6
2;10;Free;Easy;Correct;0.25;Unguided;Correct;250;6
2;10;Free;Hard;Error;1.25;Unguided;Correct;-350;7
2;10;Free;Medium;Correct;0.25;Unguided;Correct;150;7
2;10;Forced;Hard;Error;1.25;Unguided;Error;-50;5
2;10;Free;Hard;Correct;0.75;Unguided;Error;-150;5
2;10;Free;Easy;Correct;1.25;Unguided;Correct;-550;7
2;11;Free;Hard;Correct;0.25;Guided;Correct;250;6
2;11;Free;Easy;Correct;1.25;Guided;Correct;-550;7
2;11;Forced;Medium;Correct;0.75;Guided;Correct;-150;7
2;11;Forced;Easy;Correct;1.25;Guided;Correct;-550;7
2;11;Free;Easy;Correct;1.25;Guided;Correct;-550;7
2;11;Free;Medium;Correct;0.25;Guided;Correct;50;7
2;11;Forced;Easy;Correct;1.25;Guided;Correct;150;7
2;11;Free;Hard;Correct;1.25;Guided;Correct;-550;7
2;11;Forced;Hard;Error;1.25;Guided;Error;-450;7
2;11;Free;Medium;Correct;0.75;Guided;Correct;-150;7
2;11;Forced;Easy;Correct;0.75;Guided;Correct;-150;6
2;11;Forced;Hard;Error;0.75;Guided;Error;50;5
2;11;Free;Easy;Correct;0.75;Guided;Correct;-150;7
2;11;Free;Easy;Correct;0.75;Guided;Correct;-150;7
2;11;Forced;Easy;Correct;0.75;Guided;Correct;250;7
2;11;Forced;Medium;Error;0.75;Guided;Error;-50;6
2;11;Free;Hard;Correct;0.75;Guided;Error;-450;5
2;11;Free;Hard;Correct;0.25;Guided;Correct;50;7
2;11;Forced;Medium;Correct;0.25;Guided;Correct;150;7
2;11;Free;Medium;Correct;0.25;Guided;Error;150;6
2;11;Forced;Hard;Correct;1.25;Guided;Correct;50;6
2;11;Forced;Easy;Correct;0.25;Guided;Correct;150;7
2;11;Forced;Hard;Correct;0.25;Guided;Correct;150;6
2;11;Free;Medium;Correct;1.25;Guided;Correct;-50;6
2;11;Free;Easy;Correct;0.25;Guided;Correct;250;7
2;11;Forced;Hard;Correct;0.25;Guided;Correct;150;6
2;11;Forced;Medium;Correct;0.25;Guided;Correct;50;5
2;11;Free;Easy;Correct;0.25;Guided;Correct;250;6
2;11;Free;Hard;Error;0.75;Guided;Error;-350;6
2;11;Free;Medium;Correct;1.25;Guided;Correct;-250;7
2;11;Forced;Medium;Correct;1.25;Guided;Correct;50;4
2;11;Forced;Medium;Correct;1.25;Guided;Correct;-350;6
2;11;Forced;Easy;Correct;0.25;Guided;Correct;150;7
2;11;Forced;Hard;Correct;0.75;Guided;Correct;-350;5
2;11;Free;Medium;Correct;0.75;Guided;Correct;-250;6
2;11;Free;Hard;Correct;1.25;Guided;Correct;-250;7
2;12;Free;Medium;Correct;0.25;Unguided;Correct;150;6
2;12;Forced;Easy;Correct;0.25;Unguided;Correct;250;8
2;12;Free;Easy;Correct;1.25;Unguided;Correct;50;7
2;12;Free;Medium;Correct;0.25;Unguided;Error;250;5
2;12;Free;Easy;Correct;0.25;Unguided;Error;350;6
2;12;Free;Hard;Correct;1.25;Unguided;Correct;50;6
2;12;Forced;Medium;Correct;0.25;Unguided;Correct;50;3
2;12;Forced;Medium;Correct;0.75;Unguided;Correct;-50;6
2;12;Free;Medium;Error;1.25;Unguided;Error;-550;7
2;12;Free;Easy;Correct;0.75;Unguided;Correct;50;7
2;12;Forced;Medium;Correct;1.25;Unguided;Correct;-250;6
2;12;Free;Medium;Correct;1.25;Unguided;Error;150;6
2;12;Free;Hard;Correct;0.75;Unguided;Correct;250;5
2;12;Forced;Hard;Correct;0.75;Unguided;Correct;-50;7
2;12;Forced;Easy;Correct;1.25;Unguided;Correct;-350;7
2;12;Forced;Medium;Correct;0.25;Unguided;Correct;150;7
2;12;Forced;Easy;Correct;0.75;Unguided;Correct;-250;6
2;12;Forced;Easy;Correct;0.75;Unguided;Correct;-50;6
2;12;Free;Hard;Error;0.75;Unguided;Correct;750;6
2;12;Forced;Hard;Correct;0.25;Unguided;Correct;150;6
2;12;Forced;Easy;Correct;1.25;Unguided;Correct;-450;6
2;12;Free;Hard;Correct;0.25;Unguided;Error;150;6
2;12;Forced;Hard;Correct;1.25;Unguided;Correct;-450;3
2;12;Forced;Medium;Correct;1.25;Unguided;Correct;-450;6
2;12;Free;Easy;Correct;1.25;Unguided;Correct;-450;7
